"cb50c439dbab4cbe60ed9bb0782b1c8577c189e6872cd21f7aea815f3a28386f","CWA","Contracted Work and Administration (CWA)","Submit Crime Lower, Legal Help Level 1 and 2 claims, Mediation Claims, New Matter Starts and manage your Online Users and Contacts","https://cwa.dev.legalservices.gov.uk/oa_servlets/AppsLogin"
"aa2cb97c3366d497bc9f1a00090497802b18534c50e08e3def6b187354f5f37a","CCLF","CCLF (Crown Court Litigator Fees)","Enter Crown Court Litigator Fee claims and associated disbursements","https://portal.dev.legalservices.gov.uk/oamfed/idp/initiatesso?providerid=cclf"
"4e07408562bedb8b60ce05c1decfe3ad16b72230967de01f640b7e4729b49fce","EMI","Management Information (MI)","View your Organisation's financial information","https://portal.dev.legalservices.gov.uk/lscapps/eric-emi/AutoLoginServlet?accounts=null"
"4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a","EFORMS","Electronic Forms (eForms)","Complete online forms for: Civil POA, Crime CRM 4,5,7,14","http://customer.toplev.com/test-laa-saml/workbench.ofml"
"ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d","CCR","Crown Court Remuneration (CCR)","Enter claims for Advocates Graduated Fee Scheme (AGFS) work in the Crown Court and Associated Expenses","https://portal.dev.legalservices.gov.uk/oamfed/idp/initiatesso?providerid=ccr"
"e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683","OBIEE","Oracle Analytics Server (OAS)","An analytical and reporting tool to provide business intelligence to the organisation","https://portal.dev.legalservices.gov.uk/analytics/"
